subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
70,8,345.17623226073056,free_1_item_support_Semantic_CMR,0.7362652867235655,0.04138508048767031,0.7578656242782884,0.8956500160172061,0.507849675960003,0.20941484595557364,0.5188168325192566,0.5984323952685422,3.3252107323985243,0.8338402917347452,0.0029393344585755266,0.289491258003876,4.807448220667828,0.16306056573974897,0.6582767003834986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.1768679091909,free_1_item_support_Semantic_CMR,0.8433978189993647,0.14781771299137736,0.23684247034576306,0.2457020457757227,0.7443875524202406,0.8650547106558135,0.05868015348248323,0.31302507644009225,4.216607165316766,0.10602767978702587,0.030840673289044662,0.16510002984653216,4.050948112269942,0.3896081123529653,6.154064591069586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,279.7247667878851,free_1_item_support_Semantic_CMR,0.5522833064982485,0.061881848471379564,0.5123016859144673,0.7352522334457674,0.7155819507392558,0.4403457998740652,0.5821553155582493,0.8648967994703924,7.022456030072135,22.50097797498054,0.002596173088093956,0.3236591770146626,6.917901681275719,0.3407243837712407,2.306118509558278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.9321674882022,free_1_item_support_Semantic_CMR,0.639307010642997,0.3670782008664565,0.18215550492087523,0.41311001314077445,0.1354747924382717,0.8086387070223982,0.5754616301271652,0.6651098732716716,2.8534994406258005,0.919337531633496,0.02927691230203612,0.19193475603362503,1.888236477730501,0.16761680655428465,5.537834643431084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.48909432774064,free_1_item_support_Semantic_CMR,0.5070975987410488,0.0451256329715799,0.18949562166599104,0.33684868099724885,0.0327554552141916,0.3274439099076816,0.648195175920224,0.25310943195176044,0.3057366859401185,11.577116558528623,0.01690479949942414,0.3703821250139683,1.747088025560413,0.5245892479297228,0.5429442629760715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,254.93180756614206,free_1_item_support_Semantic_CMR,0.7080062849089199,0.3991316580711948,0.33182438975452244,0.36881831051606273,0.032143309055943425,0.3520829498737898,0.6703777373996737,0.9682471146228511,0.48794935601009115,24.597517954932393,0.02482676474451695,0.22882072618420946,2.5642806428052145,0.529741163426734,0.5476669536320795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.8577213888949,free_1_item_support_Semantic_CMR,0.703674346682134,0.7576202211664852,0.32711170319425087,0.8298523044229453,0.5936209099954802,0.29744825708412725,0.04264323945207271,0.9120337742048235,0.05824973091979757,67.45028074443164,0.00837056367595268,0.2158022481238051,8.917642877983276,0.16503754800687026,0.40529757181453085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.39944225048737,free_1_item_support_Semantic_CMR,0.9133237562930221,0.81310461006151,0.8763589649404018,0.9864721383916147,0.6556852793517811,0.4236048362127922,0.5643387568956,0.23555272829252905,0.8045409023838772,0.2670346184981156,0.0008290020292046618,0.2690739855604356,9.297235683795211,0.39556845945449104,0.3301069702766837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,322.1004458386352,free_1_item_support_Semantic_CMR,0.7676171108315261,0.3982353566933092,0.8182364874577197,0.9256908716401393,0.478137055215456,0.8132980971570747,0.7719905642034456,0.2849731725641512,0.9331255309332676,65.73938102990671,0.004045375642950988,0.28908535171933636,3.6305624386388065,0.09881530843629488,0.2785761574898409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.1007155828491,free_1_item_support_Semantic_CMR,0.4657818920452418,0.17190535719060923,0.39696901581041816,0.9799582240994286,0.11241688286304619,0.9074976259975431,0.5643742053787197,0.22620213238952025,0.43666723679170616,7.201331267315936,0.022742082842678646,0.20460649231331818,2.6973754915472306,0.3861253577477402,1.0055173804250361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.8211689964968,free_1_item_support_Semantic_CMR,0.6829498540184927,0.34022827262385535,0.7490234345012151,0.023675122006031668,0.908165220181216,0.5360186830087207,0.8330281236064714,0.9532589224139602,1.370514419532718,65.7446029598283,0.0010389966606041412,0.37148667775911104,7.608165847297517,0.31035233144958685,1.4893290681515898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.19646005670813,free_1_item_support_Semantic_CMR,0.6216048791838225,0.5859474058664114,0.8873836406579894,0.49998616585983185,0.030793877328877617,0.10326395014664941,0.14481681923377593,0.9764358357652986,0.9950264497827845,30.74033794260268,0.003904863063836417,0.33472866871575935,2.2232606317888095,0.019380019648045532,1.0854134004633953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.94557269954873,free_1_item_support_Semantic_CMR,0.6084744338881434,0.7216627306567938,0.37149827090274196,0.7716345878553835,0.4584517991957128,0.9553692057468479,0.24192847315947158,0.958806086956007,0.07750362437804625,89.31608723863555,0.002204034701293933,0.3280216305794301,9.072528565185987,0.09013172303377287,0.5188435113099406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.89007461048482,free_1_item_support_Semantic_CMR,0.6985728203726371,0.4489724214101627,0.13225581920314128,0.6465213515509676,0.795003061311083,0.9876240810692621,0.2040203316082062,0.5861161514258635,0.3183794361118899,47.384530224005225,0.005484209770233506,0.31936275129418057,8.51925209576228,0.009317485748039922,0.5312042450047407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.2959696653353,free_1_item_support_Semantic_CMR,0.3762491877481466,0.03198397768519451,0.7658072132239588,0.3806419486318237,0.164417375024082,0.9095761620483247,0.480859043468602,0.5940995297254918,2.366840757419432,41.99381289219953,0.020769907851472313,0.2776878059554386,5.367345990988921,0.451825236350348,0.2806426921946894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.16147328762466,free_1_item_support_Semantic_CMR,0.27247128271288706,0.2151429232879098,0.04781351009008972,0.3127701859878158,0.061867238934819935,0.700177381397796,0.5390778549222107,0.6256143195469455,1.0219346550753912,50.73325943924696,0.006944729249689308,0.3025662223582879,6.131163436612685,0.24726635807017688,0.9566641413368613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.8918063726241,free_1_item_support_Semantic_CMR,0.6316124012660815,0.00897576536196848,0.4462229901378075,0.7177980590190752,0.9560206266036634,0.2874335178008375,0.6075080987426681,0.7352032632835427,26.598597895731384,77.76391241832555,0.00987414962871136,0.21906217709449027,3.1433046686809423,0.6985047526101987,8.867195852967576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,361.2435198901726,free_1_item_support_Semantic_CMR,0.7085978226783473,0.16357124980931864,0.9349516544532952,0.9551272318637901,0.33748206929679214,0.5559031910586247,0.8934494958327059,0.17787992978563583,10.81475178633383,11.375848431544142,0.01566096822107349,0.13125993530136348,2.462955368316828,0.12083643975539965,0.8726140154603126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.9295747510266,free_1_item_support_Semantic_CMR,0.6617153270155793,0.5223629454085932,0.13194554855747204,0.6637236411580304,0.8054165707328141,0.2780949255812789,0.24958698052305506,0.6090210411069138,3.444920990473328,62.00076891457573,0.00109018515874304,0.3323309966499597,5.155269387013808,0.10244340691245135,1.862872135161112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.8048435613178,free_1_item_support_Semantic_CMR,0.9128891129304801,0.12244295629974838,0.2286008614024454,0.7319911455870225,0.07323374601651461,0.5743604205015239,0.13479856350647518,0.8660149909096417,1.484374392988542,39.52485986322441,0.007558627092320747,0.2936010635038073,1.69903710816485,0.020698166963781017,1.3941414741314953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.63101515714817,free_1_item_support_Semantic_CMR,0.7210748441712013,0.12672014514086594,0.809424324131295,0.3716938240789749,0.11157916758312697,0.8176121219882724,0.7606231571254984,0.664187182543432,0.5584088601690738,46.28277117007385,0.018812120210394467,0.32064373863077034,2.802610142718212,0.09407609083800467,0.6201232625729167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,248.6821010094189,free_1_item_support_Semantic_CMR,0.5696420104074181,0.6510815784275916,0.0033865980514268257,0.4968459400624068,0.009236863809851004,0.8365164680064745,0.5980558619353782,0.8894043614129858,0.6230020942597037,21.552470605384364,0.007641461264798366,0.31296880178156705,3.1697748440818287,0.26658198897237717,0.3012598631869139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.6666800899706,free_1_item_support_Semantic_CMR,0.6092643659773365,0.14266678687261952,0.27563375668816376,0.9100180476321554,0.8085724735579256,0.31775228403983996,0.40980439909455757,0.9346040414078498,8.561283181593145,43.15449368093454,0.03598841565501594,0.3830520689194476,3.1785668145857024,0.1128870938799294,2.594366508080535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,304.5687882196801,free_1_item_support_Semantic_CMR,0.8393503641315228,0.12416607595557098,0.2847782584094572,0.9044913111317096,0.7505844401600422,0.8423062102959542,0.787965081069687,0.624677405993335,26.147080432811848,1.1806024847217893,0.009513530365183286,0.24696257629223753,3.4450268608017076,0.12266230391561887,1.9368057931397573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.85662825955694,free_1_item_support_Semantic_CMR,0.43348329776321937,0.17974644802431938,0.4937570760551263,0.5130114826005813,0.8681025618293914,0.8179844564571814,0.33447995456936297,0.7610266048488133,3.0097170279258734,29.01690761684408,0.002834798205944955,0.36112312235991517,9.669165793786565,0.028007000771652746,2.0766768782099874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
