subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
69,8,192.02775854753168,free_stop_probability_growth_Semantic_CMR,0.9803208662083766,0.12332468858697937,0.47615179543496994,0.026000132589722336,0.19900436643081004,0.8728742026641543,4.542764185601776,24.144834894301987,0.005031858544121415,0.6972687676663352,0.5190327390041833,1.2197728833500534,0.1273295862169988,5.377329174895897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.81540107069736,free_stop_probability_growth_Semantic_CMR,0.48978041060252764,0.12518143862365605,0.8745837347481935,0.5103625457305015,0.07989588157434935,0.7564432132790899,3.587867391711832,0.09715495625134452,0.006181844816408988,0.27375003481006654,0.2345600996756696,4.86939967209712,0.4659222161930968,2.053668288172412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.30930061757053,free_stop_probability_growth_Semantic_CMR,0.9583912371128698,0.23824520965603613,0.4429227397871853,0.7942460715166755,0.46893188091154026,0.9050484655856386,1.9824989548492908,48.94390118402783,0.007522131406664467,0.29211280275990426,0.22576319142017454,5.868515333243539,0.13779373832862213,1.2828220960748329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.6083822402974,free_stop_probability_growth_Semantic_CMR,0.6055219847020791,0.31503529213439274,0.47048756905927014,0.5722220958622208,0.8768248291673972,0.23956756776429367,5.680951715132856,0.15062241466261383,0.0019349537789605797,0.4044020895234519,0.3614049434694504,4.50531792571903,0.5517800133175211,3.7430522427620216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.24264560681098,free_stop_probability_growth_Semantic_CMR,0.9859780530648294,0.5838446540390693,0.8475524071938674,0.26218293787619884,0.7967734703069219,0.7715473720901357,5.0238302825693015,64.23413239614025,0.015881605464393978,0.2610730819219796,0.26380754718783694,1.4107302170024698,0.04435575679668827,4.522331765132703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,222.1010570806634,free_stop_probability_growth_Semantic_CMR,0.720812168391362,0.1730435023232399,0.36995776971463423,0.03812062465413124,0.1808859328949663,0.18427257805448555,2.9655098442913896,43.73291821584905,0.0029150659002077917,0.5701892166425555,0.556828948616289,1.0208245045081399,0.17613106841109666,5.593275276080742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.41361165952813,free_stop_probability_growth_Semantic_CMR,0.959568983329279,0.0002730340878785986,0.27091790582601727,0.313291071732936,0.7642841623335624,0.8629441711687755,27.807170856104342,70.9690599614806,0.016801011975344893,0.21018355522280885,0.29315573423188734,2.0855678964328823,0.14222619905381856,0.5404589453104744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.56129959292184,free_stop_probability_growth_Semantic_CMR,0.6099572593630966,0.7418022564904853,0.6572724158570283,0.5194592997454301,0.11793721501624838,0.7928491778650951,0.09713296476193989,35.20018731358256,0.012552620432668249,0.2655708700713575,0.18469430849515955,9.922108902241654,0.26842240277592483,0.4979635531206785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,334.7802484700541,free_stop_probability_growth_Semantic_CMR,0.8882500838061218,0.6636718653214614,0.9521970906385664,0.6030311694713978,0.6851228314194293,0.4504932116326137,1.1962010014979683,0.550926842549238,0.012609452606367422,0.1909678463476192,0.12023911481031035,8.455927418583737,0.3160253930920005,0.3852434330148107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.96280941921475,free_stop_probability_growth_Semantic_CMR,0.7554446765819592,0.2421399191052796,0.7030488342067184,0.5553489021265499,0.5063370967946115,0.6255676170243794,0.7342869280703184,67.58952903292663,0.0062883113185358,0.28780520803117415,0.21883856320795125,5.830327294388589,0.12639279245807084,0.2161214884909306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.19758430386156,free_stop_probability_growth_Semantic_CMR,0.45023130421194646,0.26745633251750167,0.5215028155016291,0.2619169979298964,0.6830141312337835,0.5417022099828716,1.2456764519559798,7.113864176827136,0.03535906057369287,0.10499333423355672,0.17172262548276152,4.143512961329508,0.3581324984628164,1.487300173650841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.79812872081607,free_stop_probability_growth_Semantic_CMR,0.760748846720857,0.30687595452326255,0.5498966120083668,0.4914258241999005,0.4682293216110116,0.972507520957002,2.669089064657129,49.74164399932218,0.000512161370069375,0.415078835350994,0.3910476595729824,5.5058823974591675,0.2956440897580007,1.7222038512023143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.6562923028591,free_stop_probability_growth_Semantic_CMR,0.8184816124289274,0.6254438281150181,0.907175081551558,0.6556720043655329,0.4196694670067101,0.9091151191526294,3.7251674324513715,36.40292375111437,0.0027370629938704982,0.4086348494236782,0.43081574706517767,3.444796315101181,0.2794282985405957,0.6800416462559058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.5931757701033,free_stop_probability_growth_Semantic_CMR,0.5593634874727889,0.7115280336185881,0.40022389003571834,0.34168624934066394,0.0768405769322511,0.8678568129010151,0.37286954998325683,0.6088845230359539,0.0018846687362973347,0.3556373664724539,0.34018364936187595,9.987724120945973,0.013422980614444302,0.3900256775703079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,248.86331547090748,free_stop_probability_growth_Semantic_CMR,0.8282465179504146,0.5085847303083089,0.472645028116712,0.5525707608030554,0.8854506359135768,0.8257380866655577,0.14192847086592053,59.27878787412255,0.003700826416405345,0.4541287738709201,0.2792772156035346,8.634761410650443,0.35434314138272427,0.5716358049470642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.69932175308168,free_stop_probability_growth_Semantic_CMR,0.3224838920598322,0.09049164300629259,0.47768511743400893,0.061524227558106714,0.9155622827897234,0.6291805034548947,1.2833756976998316,6.388452441530632,0.035470094627984394,0.25777907625349883,0.2146094815241817,5.129101265275758,0.3906818188048694,0.14236129143336207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.21262190890394,free_stop_probability_growth_Semantic_CMR,0.26493204511112334,0.09499957486988791,0.30194637465732077,0.007229409765047268,0.6686575223850618,0.5229366825000815,1.1960219273482906,85.88080044449542,0.016246618799249712,0.23616302692010738,0.29157339096946533,4.629562816738335,0.6085579936595413,1.211349646415595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.43058105023033,free_stop_probability_growth_Semantic_CMR,0.5716898675566278,0.8120914455236745,0.08262199405763632,0.6677710750232227,0.27572037377511094,0.8371003534989074,7.3293837400498845,39.439605244692345,0.0026069372683719116,0.4361952471680395,0.27921006329202047,2.2896880728341538,0.5463311076451551,7.926802916733344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.2161965490251,free_stop_probability_growth_Semantic_CMR,0.6701899297802959,0.2668213204590064,0.9760981636023413,0.774230248944323,0.6610988420599689,0.6723856748012891,3.075017673975516,76.20625041229792,0.018103145899349526,0.16471486941446312,0.09128984280155894,4.993972810786649,0.12951237592323733,0.7625587214062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.47688624412433,free_stop_probability_growth_Semantic_CMR,0.7840036378012347,0.28504914690805605,0.9413459313951014,0.8031183753536341,0.08374230359509394,0.47350597810485295,7.93989150687414,47.786817848400574,0.0030450456926470193,0.27994870393031057,0.28614199816193686,4.900029587187272,0.2768461507596749,0.7076803647560164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.0480127261315,free_stop_probability_growth_Semantic_CMR,0.7035574262688449,0.013719380603053166,0.5760064178837494,0.22595171829306565,0.7509353798572974,0.7465569258402968,1.6636936196298606,66.92791495939316,0.019207161065338152,0.2598490816636865,0.1743577026881935,2.7768820912212737,0.048386894319319584,1.5690097536070584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,203.13428689836957,free_stop_probability_growth_Semantic_CMR,0.7987102936863094,0.2646352678487639,0.599688676315413,0.2505416384694774,0.9964063005852051,0.4036421781427122,0.9829873559495894,80.10287534310216,0.0037991006082477297,0.42948932798118733,0.566210935866903,3.3766803296397416,0.07946302091259189,0.4113770088371185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,250.047103203152,free_stop_probability_growth_Semantic_CMR,0.5989322950501534,0.6881456168652792,0.21962709125736468,0.12728434221789803,0.4908531958143586,0.7052702278412404,0.8357667793246648,91.51043223686722,0.003265163369681412,0.49620981175350565,0.37522166397354173,4.376108019735247,0.6568144416126316,0.2328677771088925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,150.71556055073398,free_stop_probability_growth_Semantic_CMR,0.7365036776953116,0.1567126310392758,0.9930781858118688,0.8086808142549066,0.584240156732734,0.7753725359899228,3.5216888900575256,81.46552058477157,0.02164982837287105,0.48880238946140775,0.4893316047035885,4.324868513281316,0.8280821187668055,0.5685258199981966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.1445317975025,free_stop_probability_growth_Semantic_CMR,0.8250044169518509,0.1551387922757173,0.3415957710447801,0.9183288132573044,0.4762651483959305,0.6957566685604175,12.531005068241285,1.2829852886830224,0.010160202448374955,0.2746451571608368,0.2437127999465707,6.939133597484826,0.029412395244242995,1.1605662529244318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.8633660928922,free_stop_probability_growth_Semantic_CMR,0.6463937728131355,0.5677351753868095,0.45323150824443675,0.8349296511877455,0.29697270780805507,0.8674541374788995,0.9237142018377398,85.43217487879257,0.005765099295427567,0.2684935208859818,0.27901587605213063,9.648629813394665,0.7573370503117821,1.458213434823099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
