subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_delay_drift_rate,1_semantic_scale
59,8,282.6415994460679,free_3_stop_probability_scale_Semantic_CMR,0.43423676711590664,0.9264331768360983,0.8893487559586046,0.8955915782953057,0.5805521082391785,0.43715690475413693,0.6146023891844008,0.8186228671491875,30.71812418834174,0.0035092687051069826,0.002427888256619881,0.3901765067679497,0.3581278643959287,6.544133816765237,8.390742727311256,0.29538988235984376,0.43945089264759396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.24612182218644,free_3_stop_probability_scale_Semantic_CMR,0.4321228190415873,0.17091234717018078,0.9856847792463767,0.6562026793795954,0.23789443129049528,0.33656972144469555,0.33061752993382326,3.27155615556146,1.4717230125401508,0.02918336007760838,0.022937722060400585,0.2631771947627326,0.09654307996422712,6.023588601627487,8.43333006796401,0.13174646870623363,0.1997031407443563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.7304482033464,free_3_stop_probability_scale_Semantic_CMR,0.49915715016292517,0.016654432871226532,0.5712514769057112,0.15335690093100157,0.021366444754924663,0.22868134115913918,0.5672316369761601,1.9067613751656225,17.866455643770465,0.00726355878006818,0.016976336765070543,0.3950814956553881,0.22084287189037255,2.4111655016681577,2.776040872079417,0.5582331601853834,0.22412489161796412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.82255042878836,free_3_stop_probability_scale_Semantic_CMR,0.6031486326230922,0.5825144876584099,0.7499852748108863,0.9315669729280686,0.8256031812370339,0.7274637635599577,0.451426544329778,28.568770036549044,21.635633515906527,0.01748902007883105,0.004328654153197913,0.36594794159646404,0.5346593112636053,0.6441049541505549,1.5686656319230976,0.14338245988052403,6.963716400803987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,230.35305037333222,free_3_stop_probability_scale_Semantic_CMR,0.8154673295352324,0.03592767848373446,0.88401198823553,0.845711913171066,0.05901228220589716,0.8373376093852243,0.7818698893598753,7.08256049826857,39.700034984621986,0.060627268982524074,0.007741186313300452,0.1394478200209175,0.43924858162807734,2.3927612693099416,1.8084690435449606,0.03060620326480057,0.7042405228925883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,304.1018781333853,free_3_stop_probability_scale_Semantic_CMR,0.7097264589487541,0.1842753886285334,0.5929222383135716,0.4516687689402024,0.8002520592287554,0.30804477507113576,0.6546316097611754,4.004243221814093,0.2303541552416759,0.03288500745628741,0.01238818800768033,0.09543398682443582,0.1353355505898343,5.815878728505369,9.94639508483128,0.1391121376325038,1.2995100431514335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.4781525351862,free_3_stop_probability_scale_Semantic_CMR,0.4656793798734618,0.05591707086750958,0.20711303008647086,0.6394331202194159,0.2599868370415008,0.5208476025754529,0.5371736347843993,2.382991864490684,28.067110935287488,0.04737251516558083,0.04511682759938296,0.1508282989423284,0.09923191598484138,4.845744695313623,5.992460262919376,0.119635267933481,0.7962200775250174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,254.0954242375838,free_3_stop_probability_scale_Semantic_CMR,0.466703796885402,0.1269714896000409,0.44202948880357484,0.9937927934907134,0.374062551779691,0.6411363783268504,0.4714256760338076,2.2077996871009518,20.30687909568527,0.006543146513661113,0.006525193065469448,0.499226642673829,0.3352756087483799,9.225428300194974,4.222541265807861,0.43703340172296534,0.5553065435491327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,187.32483180823246,free_3_stop_probability_scale_Semantic_CMR,0.8948993864142811,0.24213477724510668,0.13405560388527,0.9749085198949017,0.7104110970833583,0.48117288127880065,0.4937729124121907,6.179047677168171,58.85996814200489,0.08536115071032835,0.0007310965401655101,0.23758838307382835,0.6064059964238222,2.6913363008121616,7.765153534255772,0.1020942575993058,0.14439211706656074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.40746415670077,free_3_stop_probability_scale_Semantic_CMR,0.5700237724259964,0.06305768410000831,0.5883636684196433,0.07349768283657822,0.08138454618408864,0.43562567437433136,0.022675161782889128,1.7142707137298052,53.8168278013203,0.004930229078101055,0.0057074899747832425,0.698575605150112,0.5241932323392618,2.005353558174801,1.451344702805259,0.21060849629282147,1.3803489974030352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.94107465299106,free_3_stop_probability_scale_Semantic_CMR,0.6719598125406349,0.10413704513846139,0.8282016221052739,0.9725166139021408,0.7078382545054867,0.9123694769970727,0.32438144060593843,0.7923047855858485,78.81487410221666,0.01544197423146515,0.017137418316470643,0.19514011145571963,0.1727078592981517,4.845571426539646,7.497931089402323,0.158741206132391,0.802502180183577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.90053621461433,free_3_stop_probability_scale_Semantic_CMR,0.5791109205951709,0.1303713771788506,0.5403844702156604,0.20028834861659622,0.9464744251050506,0.40210563982733083,0.7959173322096479,7.20498644104115,39.556228610514275,0.028742354722498864,0.025908454628488287,0.1886077893839886,0.125878002030281,3.987967474578143,5.098035515108701,0.1735261624267439,6.0449532488981506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,282.5048645832827,free_3_stop_probability_scale_Semantic_CMR,0.5893207834156362,0.49804820876908096,0.6391726620314864,0.1579201251044003,0.5623019038670327,0.2812582370833604,0.7166788580259678,1.3703113405187608,0.19179541597981142,0.002629027363498626,0.02029284536415671,0.29917707948314476,0.19211716255262345,4.705407400691634,7.054511111991771,0.58730511695786,2.4045197901215722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.42017054632387,free_3_stop_probability_scale_Semantic_CMR,0.8577974773257402,0.43814166205439,0.5660751953862355,0.6700506475266809,0.03063694436630393,0.2648580782498744,0.2944708768795856,1.1184023278641178,7.978141153898314,0.10896469258296537,0.05930411769541788,0.028594849762350272,0.07095213909651754,2.3943110326530093,1.7067172554696644,0.6275454045779065,6.003614954542518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.37885418769355,free_3_stop_probability_scale_Semantic_CMR,0.3644083617859803,0.25756660059175684,0.21653556293931264,0.46563804073697174,0.17281942979516568,0.6450927775374362,0.7174000010880922,0.1321885448830642,36.47248367595752,0.0017387809113370012,0.005856465309568959,0.6507598063115596,0.4981938226137119,7.841452711724386,0.9177501057606303,0.009006886629583877,0.31607707298805554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.93474360500161,free_3_stop_probability_scale_Semantic_CMR,0.97873302051319,0.12524649392635834,0.5159726655953385,0.7285414599034268,0.18546444292875555,0.5517246753981501,0.6179752021277793,13.039285442015844,94.53788712692783,0.012144461528854561,0.012766743474387188,0.27503410317060173,0.34395915779943886,2.0432522439690506,0.2667295885458744,0.011771001211640267,8.121846313099939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.2303541571056,free_3_stop_probability_scale_Semantic_CMR,0.7610916302267163,0.7510955657094586,0.5526958841792586,0.9180070761207384,0.27425432222325286,0.259477941776412,0.5057877954506961,0.9206377595214121,20.092722844544912,0.12732104435596242,0.00041388260290498025,0.019376653237447528,0.37716186290592546,6.8878482885419166,4.557951695576518,0.6195499367429083,0.34525541476846033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,339.8919248723747,free_3_stop_probability_scale_Semantic_CMR,0.8687071755442359,0.9330124339442938,0.8293490251664506,0.9873886710725643,0.7130401603846327,0.5003371488205884,0.3831330398220017,0.03612087273641151,14.986164431122305,0.014971945012038523,0.034152746962512304,0.13792989111832732,0.04243808487022971,9.892192619846078,8.937591708310947,0.37015843599776066,0.3808890501110591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,322.1330716058876,free_3_stop_probability_scale_Semantic_CMR,0.7547564023669144,0.2454299290336407,0.5961644142642243,0.8653264274614463,0.30942821168822576,0.32098567948396417,0.5356548476414588,0.07750761185978661,85.59973800553675,0.04128243989023378,0.001575571887319993,0.0899189743939619,0.3621825362974569,3.95400531359571,4.416836516311529,0.10315465953429265,0.22560591377751038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.1158314955668,free_3_stop_probability_scale_Semantic_CMR,0.46497140626892725,0.11658135884774529,0.019940509969439968,0.11270849451607451,0.09871607847268088,0.8409472076802695,0.1171638783660775,0.5402962447382293,58.785444470821844,0.012218379040155158,0.016001440347642726,0.22371245336685686,0.2525310173080646,3.8307355145600437,1.4865827813283747,0.5297589768585204,1.0420612212599623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,344.00536607394133,free_3_stop_probability_scale_Semantic_CMR,0.7033745969810778,0.03695687985690409,0.7719871421352887,0.15545690600043352,0.6148318512242658,0.8187134285697484,0.6491548875805233,5.299240974187459,54.98923136875718,0.017460320147432134,0.00478336986265626,0.20290962359959341,0.20258492435884817,4.090857326344881,7.3003739763912545,0.09908660904517605,1.7258057649399805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.603332207197,free_3_stop_probability_scale_Semantic_CMR,0.6460396562155089,0.2650053940767784,0.603138388282458,0.34295901237397863,0.39548737325006955,0.8071638341725746,0.8764202503609142,4.193052306302917,44.92805531157591,0.0015858696567037645,0.023669150773368508,0.44948381637951407,0.18738811372465758,3.6589216340497863,3.266995939621944,0.14514965332850843,2.1690072902057334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,297.4426800973714,free_3_stop_probability_scale_Semantic_CMR,0.6477867181392836,0.4842991069351259,0.46968379136985017,0.6973809582236536,0.2810876456529993,0.4614757235676077,0.7356839524350678,2.5689696696774647,0.6152969658866922,0.0044964894038330705,0.018814243584312718,0.29562577942704227,0.14183078682539385,2.9363917743668604,6.130339386223605,0.016237218754851068,0.7110042248708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,244.13104148801267,free_3_stop_probability_scale_Semantic_CMR,0.7140767503370695,0.11647582684938096,0.3062542943913008,0.889944796550769,0.6517101327241395,0.4286291698860093,0.8328328016756876,1.3181171771642823,10.519026362411488,0.02838207304390522,0.005313075878105866,0.2635055530670485,0.3162630323518094,9.490213555533884,6.226440631537917,0.032202720054443024,0.5362941865052528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.3975147459841,free_3_stop_probability_scale_Semantic_CMR,0.3526097445502046,0.03332328795235451,0.7839880146288614,0.29803882288633643,0.0681019539003544,0.3021200137427955,0.42715584614913715,1.3369825670878797,45.83511490064213,0.04997668227988683,0.0471013078612782,0.22989396140359464,0.17719554215222466,5.81225379764196,3.186904170601106,0.20352529349472093,0.10505750499880673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,246.7735693907141,free_3_stop_probability_scale_Semantic_CMR,0.3496455440229487,0.18104888279310688,0.06787483758080975,0.3714565634866332,0.08301877465867863,0.05841711933794813,0.28743905307019424,1.1201531530934759,11.588758378764688,0.026216935298748245,0.001913685085889183,0.16939651402037015,0.4798927192488325,5.633977187379995,3.931644141174187,0.47470525876576203,0.8250611042565517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.13739357200893,free_3_stop_probability_scale_Semantic_CMR,0.9506945176156941,0.31273781140365464,0.864309526828232,0.8733870588483574,0.9875279044935041,0.04143022500116314,0.8362603372597789,17.232403512298923,61.727635027706185,0.004964808489151483,0.018109214143458473,0.3629939659602216,0.1488329938824357,1.8527984695873436,3.7668087499208625,0.5553854776892218,1.8368221487451828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,363.513619905239,free_3_stop_probability_scale_Semantic_CMR,0.5901645952535427,0.004779891132025926,0.9899426950569904,0.5143967543696712,0.7846185125409185,0.9514785885220975,0.9716522905683255,27.26989963086795,89.35564107189191,0.03649162392195582,0.012775771677082215,0.10125161450577824,0.13392790772463314,1.743647958893269,2.8280503460336366,0.3786641503506563,5.017077811848246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,330.4175567590654,free_3_stop_probability_scale_Semantic_CMR,0.777174708672539,0.9135284043340286,0.08776413154182398,0.34866954546479945,0.6039501687875127,0.18585255481358917,0.06055253509833113,0.8265420756514776,70.89464803195878,0.02536272883570896,0.024950273878141565,0.09668993689314014,0.14368577540474142,3.5241463178943446,5.172594169124597,0.2049078708137611,1.0663326016661285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,250.0330439096586,free_3_stop_probability_scale_Semantic_CMR,0.9219903103699718,0.059752911361832424,0.08440676447976805,0.23663754480277402,0.05365256863777336,0.029057432178333734,0.40421062046140577,2.1844402951306074,78.29754177953878,0.037143065677194845,0.0410472033589763,0.22585527175536788,0.13616514530583526,1.2024315417124596,1.4429072198593593,0.0002603079433885644,1.060939671982269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.02011945008405,free_3_stop_probability_scale_Semantic_CMR,0.765861122553331,0.12538147719146175,0.7984269440670101,0.38230871191066235,0.14453736088984492,0.9676156098438358,0.20432968622192998,0.6991534194914664,66.9167999518281,0.02833246248596677,0.0026858944789528993,0.1731284543633862,0.6099958730614006,1.4070659093191629,4.160944456521769,0.0017199781532249436,0.6434827845670448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,248.36356137224345,free_3_stop_probability_scale_Semantic_CMR,0.5452778673269749,0.766598407271247,0.10520735711684243,0.3652954031295696,0.13759446375714307,0.9182286382600147,0.735377243596839,0.6322182713409603,37.57354320868419,0.0038865885543586387,0.007313284485564453,0.4992213145326767,0.2723793886664163,3.936253412503317,3.2001703528613024,0.22214621901802445,0.3135677382910398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.30270671997056,free_3_stop_probability_scale_Semantic_CMR,0.6995731645863522,0.1310617498826268,0.5103839389649167,0.8236341333083494,0.6413895986815993,0.5575858260659742,0.7420268477931258,4.133424771586014,54.67945320837304,0.0972757522772723,0.005058685331192897,0.2091024095331583,0.6670798217252883,3.3646880868331923,1.7719126933582559,0.10393959758918932,1.5901003871779782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,309.10635190333414,free_3_stop_probability_scale_Semantic_CMR,0.8283434973152131,0.10817285240250718,0.35464849634506823,0.7728975516754603,0.2992472393790132,0.1357399376585786,0.43823443086396807,11.749956512788984,1.2340520571119598,0.03410534378645136,0.01327764622583677,0.10400645203382908,0.21067106215059983,1.626481038426268,4.324660028180006,0.40523832963506284,0.8604858099049926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.8777170080154,free_3_stop_probability_scale_Semantic_CMR,0.6228985200629183,0.12654156215604548,0.4903111026525365,0.19847953343324298,0.7833617043435247,0.3852103337048614,0.775250279936134,6.610281482177972,0.8303156616536533,0.02614678351958586,0.004954258291194805,0.18212551954166512,0.33049345457179163,4.792366861271831,5.035490189510541,0.3564082057567685,4.765643754148737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
