subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
70,8,350.7332190654888,free_encoding_drift_rate_Semantic_CMR,0.714557544067427,0.6584656183357197,0.1764717171049466,0.6333014063067517,0.5083445874107543,0.5398108443263405,0.8201258037138035,7.278089019915423,0.22012700572785168,0.000977056433063108,0.370408210264979,3.3659379910072627,0.1784429675832944,3.8060519624267584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.45121492577277,free_encoding_drift_rate_Semantic_CMR,0.9781906251047324,0.4853683762185118,0.9103647550064732,0.2636686948994419,0.18031690515967772,0.8167996774792253,0.005658255099308117,0.01119929550482622,28.532841933547616,0.029380801119155742,0.15171377354544768,3.16520755831051,0.42265764649339493,4.242804501330634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.9344638749916,free_encoding_drift_rate_Semantic_CMR,0.5753360792286636,0.6883662308761361,0.2095372523767478,0.24201733328940755,0.7474694685220761,0.14344315336812818,0.9238053746680077,3.6401288863093413,76.87562920243049,0.004963917576443322,0.2896938335692827,8.684051640847802,0.4373124600414807,1.9036061576602537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.6131488902905,free_encoding_drift_rate_Semantic_CMR,0.7179789095936564,0.9989192838835524,0.5770210480415289,0.5546670680543041,0.09867683381213627,0.04073503947714389,0.12807271761407873,2.2374498652140047,10.892597737993082,0.04316130163160962,0.19103059628233773,2.1351556938741583,0.35387310661147336,3.2712899139930416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.21028006067746,free_encoding_drift_rate_Semantic_CMR,0.5229854679403513,0.0195028762137313,0.10904917025519716,0.2034421789506533,0.0045323942298520084,0.7321036187135485,0.098270388035529,0.21824869588386334,37.652631275217836,0.0006851077609167328,0.7295146039296274,1.8221546274806755,0.05798659377869713,0.19067961500157551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,247.530989825267,free_encoding_drift_rate_Semantic_CMR,0.9795328793404035,0.6269509304830096,0.02297366248182775,0.5378242273014999,0.029710540019472043,0.5018099637942033,0.4327053468774167,4.564332315871795,90.54639734991079,0.023044322791801575,0.23945103672202528,1.8867668006874503,0.39764905928643224,0.23514806911479447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,285.03703835830686,free_encoding_drift_rate_Semantic_CMR,0.4610516887230509,0.6467061876898301,0.6217562770968619,0.24572357967314645,0.03189692446470627,0.04205932872928475,0.3432463167439175,14.075283812115472,0.02223574937683992,0.007845062761789534,0.24117095984466097,3.142220278454541,0.24114039527563724,5.062466680801808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,330.21873833004486,free_encoding_drift_rate_Semantic_CMR,0.9487324458137677,0.8283225285544824,0.8388725290152523,0.9845968992472468,0.39889112626738077,0.43165888315038414,0.4310547061790878,0.10703089793869225,12.155132599483977,0.0018734094552387837,0.2447114832149584,6.277291074471911,0.5769792045625197,0.3613872917351184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,327.89748995657425,free_encoding_drift_rate_Semantic_CMR,0.5129394125867496,0.6564995598625409,0.276990954627878,0.49630829937525367,0.10167908183246385,0.8406002181680436,0.9981058594810378,0.60660120331424,25.17703157022767,0.0006145507593151728,0.41706496053640385,2.0245386038706226,0.21286576027606066,0.8579170253996353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,254.24988916166078,free_encoding_drift_rate_Semantic_CMR,0.43583720993117026,0.38309778946699286,0.03775197088931237,0.2167241480204481,0.24861444486005618,0.09284991295004508,0.8474798098955714,0.2976092690457648,45.688559076857985,0.02900381515512168,0.16067407774031395,3.4450057479835063,0.29098628201275,2.4772948338104506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,335.35931345357096,free_encoding_drift_rate_Semantic_CMR,0.7091508249073731,0.9958337917472184,0.10881037899225748,0.6300399630860554,0.5619090413467924,0.9230879588247969,0.744118313485866,4.446655027238876,24.259276707549628,0.0003257417105210769,0.41530433472294703,5.9274387637831545,0.46832590657322853,1.3825991733604317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.07707153175875,free_encoding_drift_rate_Semantic_CMR,0.6721612090410853,0.8742646442010649,0.2538334384580179,0.8508491909369159,0.2422199623712345,0.3749950795400961,0.6256489614039243,6.4990798158416885,87.78807854088387,0.0015690685045527911,0.4627153064995102,2.706263041765765,0.1875296647034558,0.6112463613770845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.75124877629224,free_encoding_drift_rate_Semantic_CMR,0.4520449535267967,0.6598757010096941,0.8350850741251192,0.5553843299592375,0.1933781521776305,0.17744951428490507,0.5699793386538838,0.1520066678384424,33.31166049498485,0.0013505599586149941,0.3797928325945419,6.543851649467243,0.060807416629233446,0.34828101520628607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,251.0708250258908,free_encoding_drift_rate_Semantic_CMR,0.7568810303463203,0.6414425851857523,0.5406336125128821,0.7738669464705108,0.45583453454773326,0.30960064680630184,0.6256281544025245,0.31010438094833076,60.71003133595344,0.017344339887399002,0.2227908932052317,6.6976230272714234,0.043649828567978284,0.46932726254968515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,211.43369888324372,free_encoding_drift_rate_Semantic_CMR,0.5901232326649396,0.6013882363149228,0.0348658101714452,0.6121650757179312,0.16671328238442445,0.05053071244763783,0.9728520033355978,8.913643493711481,42.36773448846922,0.03623655768947789,0.23065792244705338,1.1566264505038795,0.7030801778266109,0.2790817411803826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,252.08509477760694,free_encoding_drift_rate_Semantic_CMR,0.6855159094618875,0.42905516691769285,0.26363332879918566,0.3553185350038194,0.05536324476799975,0.6900562627712697,0.9335920613363429,1.0400742965330636,16.545790103561778,0.014258631691179635,0.28252574591032786,3.1136777593463223,0.6786319762994688,1.0807826558800975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.40455183721167,free_encoding_drift_rate_Semantic_CMR,0.8854773387447672,0.4627868052012052,0.23132730184418665,0.14533045203575473,0.9190709636193057,0.8527857374829615,0.19865702622824644,20.987080720778035,97.1149115953105,0.012607667352417917,0.1913872638963552,2.9433895993153705,0.5581672089788963,8.811415352196306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.220635211723,free_encoding_drift_rate_Semantic_CMR,0.9176938734563791,0.8229874322208139,0.011386046034454533,0.9803573255423701,0.36926305348678906,0.2975271719996224,0.28613243850618375,16.60645586214006,2.562023526365074,0.003184936317381093,0.2137653761526197,3.553549092971428,0.30043538438979733,0.2735087400537921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,321.4658964917968,free_encoding_drift_rate_Semantic_CMR,0.1542306744966282,0.7080890663581728,0.7417601866272632,0.9669736647667062,0.8060611458366702,0.3853125198899709,0.5320068873116982,2.0992635924803054,11.364604671942082,0.004984095322353277,0.2486209144928484,7.087223658258676,0.5846736585393204,0.748344217037122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.35869928669615,free_encoding_drift_rate_Semantic_CMR,0.7566416727004618,0.891494601404615,0.004768656754997769,0.1418661608565539,0.012570278001706459,0.306364418728465,0.07601858995002392,1.6042728291219532,57.9912128177486,0.014038328366100639,0.2628272939943681,1.4203573401623588,0.3311949615743016,0.8773227678770876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,202.50141865716952,free_encoding_drift_rate_Semantic_CMR,0.5161579000519828,0.8444375897816325,0.48568496753064133,0.5068688745072863,0.016023916323052056,0.9660216453388321,0.45737227724387797,0.6364412713997822,59.85864646271368,0.008956745011522327,0.40159818807366676,2.5533079049576335,0.1060219669175928,0.30780632046865186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,263.43706677004695,free_encoding_drift_rate_Semantic_CMR,0.7348324747241488,0.9999178643288765,0.17201948308530568,0.6045642780047251,0.00897735363479546,0.28283800353021815,0.26235246824034764,72.80372440240562,44.37976011683304,0.010546715039137455,0.2983410194977516,1.1772031786990604,0.129006935371684,9.29710218105486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.8030341699446,free_encoding_drift_rate_Semantic_CMR,0.879612090657448,0.713553588663857,0.028964694761371146,0.8041927018789015,0.5852392404780999,0.18051269934194897,0.994553353626385,58.288125684772766,98.39097705686721,0.021994566437922247,0.4750861266220081,1.6487689407309358,0.075700630881962,3.462679528184323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,302.07606212729695,free_encoding_drift_rate_Semantic_CMR,0.6002817480798504,0.9277802262207278,0.1324578958245482,0.8739435818031482,0.7319287530799191,0.4298153721804452,0.5673895591095831,6.712455262373815,38.79635246942931,0.0021954112788060143,0.3441791461490702,6.094541482473769,0.09776787563333472,0.7222090576778637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,259.69905428324535,free_encoding_drift_rate_Semantic_CMR,0.5834969806119717,0.01999076028324248,0.10859945904476803,0.5897184464562883,0.2128342576647836,0.30813107429266295,0.7183555586374631,1.0127057588554607,48.72567812286562,0.004608144109796541,0.3568210269288201,4.147050857165079,0.3268326315529788,1.3964454876716892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
