subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,191.64565173133644,free_2_shared_support_Semantic_CMR,0.8378576912479934,0.03846507782531672,0.027671217221341804,0.9116925815788615,0.6610212464398962,0.4040224411984038,0.30143176546476846,0.44384568213252695,12.278769477027886,25.235936709898095,0.020558479804166585,0.36912342711983115,0.1910710455454092,5.675122221469419,0.2934323010927853,0.1910929497131706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.19719515221217,free_2_shared_support_Semantic_CMR,0.9890307989271302,0.1508811390707025,0.6609353963685194,0.7382871151304989,0.6181463885233813,0.04522630765149599,0.6883146902148463,0.7259689194425928,2.5831891404180993,84.27699749884486,0.0060184545041253035,0.6261230397022182,0.4633745377235048,1.591819084128753,0.1879531725678082,8.936874456221066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.6256354382767,free_2_shared_support_Semantic_CMR,0.7897529476814009,0.03933420432769097,0.8916664904550211,0.9766688719863449,0.5371247223985361,0.36274477091464974,0.6137195714702866,0.42038224550662234,0.4311097012355418,58.69192477284086,0.015898933079262878,0.13982489564947542,0.1644960790888037,4.906400160299319,0.3620062292970453,0.512385126646346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,252.1569687997092,free_2_shared_support_Semantic_CMR,0.8508055793817466,0.15616604598646944,0.2293757044005036,0.442601482749313,0.5723583911615023,0.7486161849970968,0.026661372610921386,0.08418188419923994,1.8283915956665737,74.61501542008041,0.026218236335380507,0.16241991721100923,0.14559909997102327,3.335882575129693,0.07880747643953223,7.537303213633013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.8591415755589,free_2_shared_support_Semantic_CMR,0.5503796122237875,0.033021351160856305,0.4962588872152406,0.7579290428696239,0.6965889353756513,0.6324711781162069,0.6932588449349374,0.48881416258051524,20.767870053252025,52.318863716967876,0.0062575665207209585,0.2790391122319553,0.24694207183402117,5.0115384020609035,0.022092696568687953,4.125601491440959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,207.88683181926348,free_2_shared_support_Semantic_CMR,0.8738255412936549,0.045893534096587585,0.6393522901088295,0.704589607526248,0.12992356577078085,0.24471933607682644,0.6740326031247096,0.29550152999915935,35.26616892353859,0.5617486166926895,0.027518074501334866,0.19358981979401513,0.1365258307925128,2.0131256720895974,0.22612658140795378,4.885824248018635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,220.58365003241082,free_2_shared_support_Semantic_CMR,0.9004319749276957,0.4444005158095397,0.7571421737643945,0.6488673244099922,0.0025640093214574877,0.048619353482541434,0.392775376772979,0.7631183684610906,7.124536468445066,84.9300653881755,0.00438717029996666,0.5404659996766213,0.5365293164997524,0.948206577150389,0.01716324928132323,6.701716778164677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.91492913003873,free_2_shared_support_Semantic_CMR,0.9987328118844554,0.6674522099004783,0.23837623268648056,0.24830455023324516,0.3456135512791559,0.7601063102481681,0.9977951195555856,0.6343585792314128,4.639779671034397,60.44417429065071,0.006264879432985926,0.24124032794439643,0.4726097576938688,2.4032060963197104,0.0057431331062391955,0.5391013220878209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.65144022935004,free_2_shared_support_Semantic_CMR,0.4779466114575672,0.7022042672142554,0.3596439801506747,0.6638895262450393,0.29293408204658067,0.31691310294296204,0.2506968802797307,0.49700785950968945,0.3663655887832035,32.69683630320644,0.02295901567409919,0.19142444581337267,0.0887636050774108,8.309439082442593,0.010208655789937458,0.5345253928026834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,341.2630979861939,free_2_shared_support_Semantic_CMR,0.7731411366762335,0.5342336068048824,0.5114497650558071,0.9122713857888487,0.5355456510544053,0.8277384478782261,0.09126225129752531,0.44713432283782284,2.0884816038637437,0.3321003504801802,0.008873064861035122,0.1312865042376787,0.107960296034769,8.17553116356376,0.1200893860985219,0.7189492589860274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,322.3159416264842,free_2_shared_support_Semantic_CMR,0.730582515053867,0.31328887089646285,0.7678932323234597,0.8773368410985879,0.317085417404206,0.13655468664478096,0.8896584702854932,0.2777397319843843,0.43529858087783413,8.010755385354644,0.0069442608814844755,0.2837773732548711,0.207180972595458,3.0351007987426084,0.06889253069435772,0.17378120409883546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,249.96047825692023,free_2_shared_support_Semantic_CMR,0.5919102590525673,0.024306384696086036,0.14723068357599983,0.9602626175493949,0.3117043504466085,0.6873234605255427,0.37757435381298626,0.025639488242633734,4.127106904910555,71.65136264208584,0.013708692958995794,0.18861331226259814,0.27048746345950025,3.793481902279651,0.35324634309738684,0.687383260632819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.24200567838363,free_2_shared_support_Semantic_CMR,0.7795970244520277,0.15176391781652265,0.6074482944046519,0.11192026196337357,0.4524635719842097,0.20554115038791237,0.9468201549675962,0.6299078958434587,6.508615762387308,93.99097852953116,0.002589482769415563,0.3069230421087257,0.2874026518226742,4.461143713933526,0.5927406532453785,2.3171619013811426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.2118306758165,free_2_shared_support_Semantic_CMR,0.7707122304597719,0.586708885820352,0.8799448745490792,0.46415971418498636,0.1909911454318982,0.25163383182351007,0.6302716348469899,0.507827373999767,3.5645002041108143,51.32426862815309,0.0031792649174158805,0.37235704601971076,0.35963526821460334,2.2499629369669933,0.34494748822041554,3.309919737136547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.85772686610926,free_2_shared_support_Semantic_CMR,0.661027111732743,0.831113816965604,0.4647565523155376,0.6511593910676434,0.41629753802165115,0.25222080057279533,0.6555878389724548,0.6573260059642961,0.2947382097926692,48.698689082283835,0.002086007520298805,0.38696854890809185,0.34622512092260305,7.262992916066601,0.25198710695381527,0.36541158433614385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.90606130659145,free_2_shared_support_Semantic_CMR,0.6963478853048007,0.13029575649184216,0.20687648560764388,0.7862966990146252,0.41862545616277386,0.7320662149592825,0.5376710944745018,0.6963669356965313,1.6289418225518801,90.77142636967329,0.01200531795927856,0.27951266734330193,0.18626565180000743,7.085887621548586,0.15693414683235019,0.5338893125554431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.19546186019363,free_2_shared_support_Semantic_CMR,0.37368603333292005,0.10935625864274372,0.7904711771561918,0.5157990320919761,0.26810522292934374,0.47148641638807054,0.9437117628874527,0.3719409130502683,1.3964655193253002,89.04143791371301,0.016321985211071963,0.2861064179267962,0.2959566251973507,8.120410939449211,0.11591273076572094,0.10200721132678456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,246.50690366900798,free_2_shared_support_Semantic_CMR,0.3022915557780189,0.4679756340673492,0.13722387541283315,0.663067941291604,0.01281085343641003,0.22942572400720246,0.5135304948987321,0.6987071342178769,0.7837215349160402,33.74301601875352,0.010749668456822348,0.260780960939055,0.30076750268952246,7.008460324783579,0.9439266647031613,0.6773383337191641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.01371612297976,free_2_shared_support_Semantic_CMR,0.9047796808543433,0.29294355728689603,0.8395261508858194,0.7271578240580512,0.4453444202784885,0.2399236383671438,0.2681464094416641,0.6886175689176912,14.549633158734885,0.22045904142523653,0.005633938933354343,0.380096251535039,0.23513652563556597,1.9394245381822914,0.9475037486965552,5.556882562925494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.11790979809064,free_2_shared_support_Semantic_CMR,0.7657428803369661,0.09977546693077993,0.9335495867225905,0.9522361075311435,0.6869277225929209,0.2823191422926917,0.3236140650447519,0.3850467130481359,11.928837102727194,33.88698114516813,0.005743185339336543,0.21609469504867107,0.2078877599816984,3.628225151703097,0.5604599596321694,0.3068929114838639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.1860289766879,free_2_shared_support_Semantic_CMR,0.7372306964880161,0.15300041255401592,0.46195277337837665,0.9972581721303505,0.9340000844986256,0.7593001615307496,0.09232323307077667,0.8046696322269519,9.231799979467333,19.49959364248842,0.004316095601134773,0.253399224555765,0.2337940107841261,5.67221680692929,0.07155417159730887,1.3575711336599712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.0466123810108,free_2_shared_support_Semantic_CMR,0.9779967692164285,0.3108096169807886,0.07914519516166041,0.7432426035602682,0.025544467849155206,0.009767259020058594,0.5872001588035657,0.9582280958021093,1.4348056562163976,86.15077606319299,0.01529752014570529,0.3169258455932811,0.23992224885699276,1.5201490611192732,0.23995848431770583,9.711176954105989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,198.9962730286139,free_2_shared_support_Semantic_CMR,0.7470320986499147,0.19003461466971527,0.6686320025880919,0.05203444915118449,0.6163953629178274,0.19975774690187453,0.9599215568650955,0.6750433653473921,0.6096794148280225,19.981581046700104,0.0014999897354274205,0.5435632284782423,0.7039795939201854,4.616859632154489,0.15163954522976086,0.49429824599967453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,251.61689564274138,free_2_shared_support_Semantic_CMR,0.6594408029119653,0.5754239975810936,0.4111694232155996,0.5334669732693377,0.12530702988824272,0.08372130732675848,0.5910660645702008,0.34632324054707175,2.0628953559475747,39.54234601917982,0.004195559382223268,0.47960328004592956,0.2793375105294045,2.5685059604099543,0.19138123333755364,0.49512592663149224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.47845578858454,free_2_shared_support_Semantic_CMR,0.5738033618989513,0.0189227154468537,0.15351569540821303,0.857934744546275,0.39177599920938805,0.234727261586144,0.8112423123265453,0.6427459229682424,2.4069096477647562,74.18208250131977,0.013459143814400165,0.4123402191559604,0.5459375460042173,3.4246356324308613,0.5717399156703304,0.33326229578843236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.74381458810024,free_2_shared_support_Semantic_CMR,0.8671356243725707,0.3344961378658302,0.06114567022242112,0.8868712364750504,0.8205447470023233,0.516625862438602,0.41931474922066,0.7887695191445265,12.794772512231141,0.08133684943177855,0.005078415612032983,0.3074871513868933,0.309425880855299,2.936368741975137,0.08616906069248886,2.588035965400942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.08264198349366,free_2_shared_support_Semantic_CMR,0.6481752187230527,0.6808649440308284,0.5691081648027837,0.32894439624424465,0.9089661342127431,0.6471531692934076,0.17837433539900943,0.6344403397423701,0.322280852226271,75.87146261862993,0.006857562332133471,0.24915309012069553,0.2868602249381418,6.289348818388286,0.06912261261970987,1.6191940231241198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
