subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,192.31704534055586,free_1_encoding_drift_rate_Semantic_CMR,0.9788675362526006,0.7805707159032281,0.35961610768042407,0.35795914390971517,0.9460625572455156,0.4103632922002916,0.49511186998399376,0.4469398050225082,5.288788186375626,34.871677716046,0.025625807333806094,0.25221418105311244,4.284230087823026,0.3137454186986349,0.17220410490074212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.1391119843032,free_1_encoding_drift_rate_Semantic_CMR,0.6028957566257122,0.8916533588059453,0.005523608523665366,0.4239224005447874,0.8496865916153821,0.04713491415294525,0.3905042173824782,0.06856768211850608,8.206198030159214,97.77658058855077,0.012585237967576886,0.43464875785242335,1.6072167922409204,0.06468568944128124,1.2734194567647896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.2060303359207,free_1_encoding_drift_rate_Semantic_CMR,0.6836002611874603,0.8094428407732516,0.19786526944957344,0.8750141936073099,0.9585185948684105,0.44633441609153063,0.6257804225681542,0.482131914654798,5.484394978154699,9.606891187817768,0.006066367686996189,0.2520725768833899,4.268513149930493,0.09093489021079222,0.8307304931939821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.72547323741577,free_1_encoding_drift_rate_Semantic_CMR,0.98003952303747,0.4601054141290426,0.254961473450843,0.3067886281570601,0.7691870761928759,0.6239782633885875,0.8821788856227655,0.08662750735369518,4.639929373247853,0.46062250167795327,0.029881904877191112,0.12854810845836795,4.302725255778894,0.33855231608895386,2.387552998970306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.4804815563316,free_1_encoding_drift_rate_Semantic_CMR,0.5360549755928858,0.5696103559900152,0.040881560335891076,0.6185993850553966,0.4171400680592246,0.9239660157848137,0.8613621234955378,0.9256223539392041,8.435001080675015,80.35895142088012,0.007542730603077308,0.2510425138844221,8.469298953598798,0.015957674365255636,2.247059206323585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.89332099608447,free_1_encoding_drift_rate_Semantic_CMR,0.877928408770071,0.9265877800511959,0.8158150678966736,0.9867562976760258,0.08611708956767633,0.026832790655079708,0.7057932388949293,0.40343981637254805,1.126402116095008,44.208472805814594,0.03125925805620361,0.17150419349382862,1.5713988693031644,0.40249708286960156,1.0461801856404906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,220.13106219267942,free_1_encoding_drift_rate_Semantic_CMR,0.9209416212402355,0.6499007409900286,0.13743992698559254,0.46144634565872744,0.4390259008779821,0.009383909934424395,0.8522538407401072,0.5477998822753203,7.9430655555751954,82.31395973950512,0.0034558197469979346,0.5598763675098883,1.147979837300455,0.17767285222556456,0.44400047687095245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,244.57347236543364,free_1_encoding_drift_rate_Semantic_CMR,0.9786902953983502,0.6874298914493467,0.09351755096974534,0.8630941493411233,0.368294671648218,0.3705038513924142,0.7558327597182499,0.9097611422052783,6.75303736214164,20.237149102003226,0.012544975548976711,0.255887133108188,3.666578456075312,0.17777168542301708,0.3793962543123799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.70487900202295,free_1_encoding_drift_rate_Semantic_CMR,0.5285760928666866,0.5284724360419156,0.6422264575980178,0.7128858242429981,0.9018874561913992,0.7482682604894012,0.3228895338523867,0.5354199234945879,0.8109871393509717,78.8804994873624,0.014046176066618695,0.18756681940820738,9.697750096213696,0.011490298635949069,0.4565089232213214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.88402890924374,free_1_encoding_drift_rate_Semantic_CMR,0.9095334240485489,0.7801362471142061,0.7223786786782144,0.8661797718780471,0.9850120102353584,0.6248543202944434,0.33872573414139984,0.6011859840583309,0.26281500842121375,73.85376559525372,0.0050997211591599645,0.17672953568658922,9.584353494306843,0.17474678558464157,0.4578238484791948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,330.1661490709656,free_1_encoding_drift_rate_Semantic_CMR,0.5602963574370627,0.9781832002984864,0.16770717309416,0.7632410748307629,0.5212522470796659,0.3590261376085311,0.9425920400563794,0.6023845640983388,26.206976668901127,0.03042780860752714,0.009242543070126397,0.23066543829670305,1.2133331004300003,0.34012329604666014,4.417682914191678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.04219255791014,free_1_encoding_drift_rate_Semantic_CMR,0.707316989454694,0.6705705529475604,0.2575600397510568,0.26364202868919806,0.7659410587132333,0.06690198274687148,0.6368016562297276,0.07981268966662963,1.1063995482155917,51.51116806957624,0.03621799239617818,0.11740800153616959,2.14142881939819,0.5962762396398542,1.3948688626398265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,341.4821820756142,free_1_encoding_drift_rate_Semantic_CMR,0.6843426052132229,0.9335806127970072,0.12026313831622482,0.7098335033530622,0.704320218176765,0.5566231873800466,0.9399374374415493,0.6174023518145841,6.409097495579871,29.896769536474743,0.01397670588856309,0.1658038453347448,5.431910235727414,0.3927628834403652,1.7641637676928128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.7833764857967,free_1_encoding_drift_rate_Semantic_CMR,0.7864676578172164,0.7270895594916502,0.7151964761789864,0.9044210585127475,0.8781033903300852,0.05444817859179307,0.8732639565423774,0.7200907405406038,0.764286116327952,32.30699139414813,0.002735085277493332,0.4034609698271403,2.3193330789758324,0.7315635005788157,1.7049099167723836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.11145653822666,free_1_encoding_drift_rate_Semantic_CMR,0.3650855545547666,0.5709326979140805,0.6828735663636204,0.24321654121652264,0.5013265761617816,0.224616508924308,0.06390164489091171,0.9362681821140522,0.2257935730837346,1.2534627451174742,0.004408925033190347,0.2911442151243495,9.93893393223902,0.06754072530102934,0.41989970778852825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.83830174152484,free_1_encoding_drift_rate_Semantic_CMR,0.7553365834390794,0.5186800021026199,0.09373011462446468,0.022484421367048923,0.9169913491280888,0.7411349207217732,0.8620503182599162,0.8352337862241084,0.579093159515196,60.33647692936076,0.010091641806386609,0.26661068223981044,7.946136536728066,0.10340198844862852,0.5493351496128982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.06127585520483,free_1_encoding_drift_rate_Semantic_CMR,0.4041034544749703,0.3684680318968506,0.016756972165543213,0.716906541816187,0.05345672657093479,0.002195325900359836,0.36099453715264873,0.9885783528920256,2.9327687073566535,27.106895213007213,0.02885106296611713,0.23119709028719815,2.5370833552913905,0.08875535514328103,0.26397574860983275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.6637228067843,free_1_encoding_drift_rate_Semantic_CMR,0.3413614674047655,0.2845561087881724,0.10227462682070149,0.4903442710912391,0.5089452536157092,0.0020156508460253963,0.2515176426870499,0.6560952586095317,2.00405954777073,54.366657350931476,0.005885141896640744,0.32230680041274695,3.984053223771136,0.4440583442154521,1.265384557038578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.3310480783414,free_1_encoding_drift_rate_Semantic_CMR,0.9282664745474702,0.5804020023078447,0.10183296588670593,0.650194329570096,0.9996794435586358,0.7058206400442423,0.2288269433793061,0.24528319437310886,47.52420951608604,83.02716175165736,0.015028249086434908,0.1670448864419427,2.4764490560129566,0.2675164464706722,2.7017704162975864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,359.7513042551245,free_1_encoding_drift_rate_Semantic_CMR,0.8718463940607564,0.733267168151455,0.20452933610851404,0.7803169502046627,0.9075554982869368,0.46803112178951584,0.541949409654773,0.8247640533298048,6.7105012223845915,63.83043464644985,0.00665339575425804,0.19876323270026475,3.4549630529716566,0.6650375824565157,1.1389746409472377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,323.9763530719697,free_1_encoding_drift_rate_Semantic_CMR,0.12325112058914017,0.6967889349259178,0.8608237124622902,0.4183511550419409,0.32006695922816253,0.8798034817253801,0.25862742469439787,0.419503933674184,0.9829922112880567,31.504912473418457,0.004002646965318768,0.23451593085774647,8.310957365097114,0.8783717823584949,1.1278166899792783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.4463571812851,free_1_encoding_drift_rate_Semantic_CMR,0.6595056458381411,0.7793940834059341,0.3057234405899716,0.119879442995027,0.2944255104460507,0.06629380651737894,0.9511331569393894,0.538146968962806,0.011493897256610123,30.74521634063163,0.00924380611153092,0.28355574561993474,1.932947380732378,0.0244797670945872,4.38892557693549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.3301041534752,free_1_encoding_drift_rate_Semantic_CMR,0.45078428973111806,0.8560180643104065,0.006012242464858708,0.7307121350295775,0.3464417158258255,0.11014822010399555,0.573821965373621,0.3680383361435731,1.5999306299933025,14.38248805851935,0.005304018857071546,0.4358481153386595,2.9848549706911074,0.0054110404761975595,0.39857518383246227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,259.57939645426177,free_1_encoding_drift_rate_Semantic_CMR,0.791643802540573,0.9819950500146772,0.05703334121621706,0.6976650426605215,0.835327648809076,0.022919083853523703,0.5573209684224786,0.059159409780540295,15.266247009934595,43.065873718862605,0.01720606048284734,0.22977482428259322,1.6654397356711357,0.18514289413007518,0.3112948108341751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.6024132235741,free_1_encoding_drift_rate_Semantic_CMR,0.7777072543491869,0.6590746307837524,0.18706642551647407,0.5652693789287335,0.9443170412460611,0.8843482963064877,0.40548162249674213,0.657667041084441,8.67872699272705,46.16291862941138,0.02886041761469693,0.4350906115650286,3.1093404823092112,0.10511294864633419,0.5209800072821213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,301.46508157637106,free_1_encoding_drift_rate_Semantic_CMR,0.6540913268877162,0.8345133573751069,0.02144178550022935,0.8191427291633535,0.819067999441051,0.5391412758025751,0.00035229618888565906,0.28573669782049005,19.93339936411857,83.81780078813375,0.0026204170196850174,0.3446604676365128,5.211754521491234,0.0028393601465259155,0.5757628633522334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.61447659117454,free_1_encoding_drift_rate_Semantic_CMR,0.7295642167574878,0.219623604947575,0.05528935674842034,0.5346274544643745,0.35748235857350896,0.7261113886783196,0.6457357539230348,0.7827938736879648,8.126982679691722,40.592577619973085,0.004992944090844886,0.31256294916377847,3.6834778180819487,0.10539256579527795,7.604848225397049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
