subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
72,8,282.3110401237077,free_shared_support_Semantic_CMR,0.6150194832561005,0.14551162668248907,0.5236227924771037,0.4144302635380963,0.428326446892912,0.2980725356634404,0.7956051438044299,5.1448916604662,47.92761715126232,0.00421357410530665,0.2937796073903529,5.621569074705484,0.44486367934158744,1.5848251930517385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.89422625089105,free_shared_support_Semantic_CMR,0.9922882801296836,0.3342028484421895,0.5542064660626546,0.540505878372944,0.2145618891412887,0.9167443586571737,0.2631721586287409,21.145681351372907,5.587436159666319,0.03224762482518183,0.184692712134842,1.8015407057066717,0.0725631030812951,8.939837035975703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.63182251348584,free_shared_support_Semantic_CMR,0.5330641939158208,0.16700740612692544,0.21409754800767333,0.0683036048556272,0.89407333318071,0.6356302888575178,0.9711489267166987,0.18200698878704458,5.232320835670642,0.0018714824752499304,0.6072875575270862,3.0768449003062033,0.1475330427794807,0.2244974139611946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,247.54590328236435,free_shared_support_Semantic_CMR,0.9977116266120738,0.47177822977343487,0.9349373399255141,0.09937259093505973,0.46983445308791183,0.649747562537111,0.0886746354878159,0.037094539683465655,8.026886575510531,0.01554629873937835,0.267720312110157,3.0587796145464434,0.3153395498037468,0.08400585611138744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.085479659935,free_shared_support_Semantic_CMR,0.6632013507986664,0.8055123624815337,0.7470711881120544,0.6538115713178583,0.5386559084118303,0.18686405424502456,0.6377176922305605,0.10982625834802207,85.42218327017997,0.017793908778372503,0.1757705299613752,9.259895874062668,0.28843212081912994,0.5231719186202817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,334.12676294110463,free_shared_support_Semantic_CMR,0.8564623963628719,0.8597716328489927,0.9870191927060884,0.929208616760172,0.764108793723343,0.63963971324975,0.5004023314041673,0.18577625393473746,7.704783005946029,0.0013125058048287918,0.25792140186379,8.679690180498687,0.22375595583806457,0.5055979795819643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.3270268851246,free_shared_support_Semantic_CMR,0.7877676949604909,0.23055099515941468,0.732322476935134,0.302236024631681,0.20313410162431567,0.16859456541839568,0.6407761013240281,1.947783604705819,41.76175057528146,0.001758580990378178,0.35489388525564536,4.388102152750493,0.18067223706840696,0.14778444750746633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.20912634859747,free_shared_support_Semantic_CMR,0.37351983780808906,0.30927178787346704,0.37092032497729016,0.23443775185907545,0.7068247955243155,0.964249486032281,0.02052692596019576,1.6032603517942052,59.83972827048542,0.016418846278012413,0.19864311817426988,5.129760408117511,0.06521429017494211,1.150995552012346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.06235970371495,free_shared_support_Semantic_CMR,0.770947278052409,0.012508192006911667,0.5863247218897796,0.44754797068004093,0.5780686447682658,0.2584855140166499,0.6800013627861077,8.96777678133941,42.64889924414904,0.00020911435011622403,0.4573479095339934,4.032793971243909,0.31488106352156586,2.859204723413409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.53965433372764,free_shared_support_Semantic_CMR,0.5117443364335108,0.38343126919523346,0.6711069705460154,0.06371601339815519,0.16878744858008338,0.6738383651890708,0.5769782513991535,2.898686035674146,24.935904342289593,0.0029997165510150525,0.38572256220771894,2.686052622591805,0.35533409340093125,0.8347699524771315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.25023346143803,free_shared_support_Semantic_CMR,0.687382178407616,0.8442140250612531,0.6311239994164859,0.7170962615949639,0.2694099689338179,0.7989531628235708,0.6184676207216122,0.4594939464820058,50.10020313643734,0.00034586270031738975,0.47918205864913865,7.318061961773123,0.04392658760699586,0.5146961372116428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,250.0609825752826,free_shared_support_Semantic_CMR,0.7484140690050451,0.019543586697718107,0.1939163355972151,0.4959969995128135,0.9079158589846756,0.24722130180669089,0.7033658230480104,1.616713767519208,74.38036318172705,0.015465482091525262,0.2023052716033895,7.6561440858130245,0.03890246587260643,0.6079157408962335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,197.55698387789107,free_shared_support_Semantic_CMR,0.40292367789431466,0.08327493898922461,0.7343449446342464,0.1128572168370377,0.4211239928077974,0.7176515824036966,0.6160878254234599,1.543156895756006,1.1274636819520154,0.042968227757255284,0.22091857569991635,6.705174025603951,0.22056361809670494,0.13686920182582796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.22500947874283,free_shared_support_Semantic_CMR,0.24227187545498702,0.3347395999388809,0.3027207465943601,0.07999370837435188,0.1711561336076059,0.31948164301132675,0.6504146601157332,1.1331452690995576,12.461449265819212,0.005204186898483454,0.3450065911932878,7.670430666764508,0.5628753027947745,0.9514223123402559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.2684313097831,free_shared_support_Semantic_CMR,0.8007817400335298,0.06163432528247226,0.7451355691659499,0.7976219039753637,0.4967915550601625,0.40846260310490706,0.7830180014037228,58.58388439019715,1.365334810474252,0.011489883755638364,0.17922783731780179,2.133059615987476,0.48263035868644266,8.606150871839443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.93119587091985,free_shared_support_Semantic_CMR,0.8325707650286318,0.13756272694553012,0.9819364186884384,0.5389493606322747,0.11151580076388101,0.7400078753719428,0.36006885678408235,6.184354611696534,24.640366845068307,0.019769367054507825,0.10379139292373463,2.6146014649208627,0.6243325161293016,0.25764079732148915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.0006781631005,free_shared_support_Semantic_CMR,0.4789078379097878,0.75259479517161,0.4779335963280069,0.8047134898460264,0.7423513163836026,0.11092467547158591,0.7776665189336714,1.161132900463393,77.1815474091729,0.006436790597005082,0.21951423283895988,9.956376514443427,0.16945600530723864,1.144441329719943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.5550712812596,free_shared_support_Semantic_CMR,0.8330535084716122,0.1872944398274738,0.2883579242234535,0.022451036103557254,0.09627943743702755,0.6215453044785308,0.8269724769316611,1.3378755718092066,54.20378313520623,0.01981807145210046,0.2147066768583299,2.1331052630210405,0.23984830213203434,5.921830429876698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.61016681373914,free_shared_support_Semantic_CMR,0.8296444546868955,0.09729653291880673,0.2900718030361533,0.4561856987654887,0.1137256685155095,0.19932804076487967,0.7385404961839043,0.21719158092654856,29.214193721836438,0.007722169931678406,0.39983687458449696,3.7896418540906605,0.06826632774766336,0.26536580183246544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,252.7525752800306,free_shared_support_Semantic_CMR,0.47300791120011093,0.6975111084157191,0.28157561706384204,0.47595746046170023,0.39024860339877593,0.9669533690893994,0.5911863134736055,0.2503506341002506,20.687769645837793,0.006729834218984487,0.31194810922275185,9.068346661202817,0.024063529742791745,0.30490389638440796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.2627497321119,free_shared_support_Semantic_CMR,0.3998928218250592,0.4604499544278812,0.8306768868618822,0.8802161475453664,0.5915787612371022,0.3552921598955434,0.9864535088189003,1.5677591456173945,7.4392285208994995,0.020592259584705203,0.4556079414002823,2.266277537580389,0.8424674667195158,4.408638651542449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.90664539402445,free_shared_support_Semantic_CMR,0.7823317647626993,0.030717548859696242,0.35160113352469774,0.8868952350734871,0.4393469646119048,0.8102137230446022,0.7052031526204896,39.13041419750681,70.96594070111102,0.006714577788120735,0.26532660285161036,3.4429465287696273,0.09305868939068423,3.344102810074641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.98029673143117,free_shared_support_Semantic_CMR,0.46878292329088933,0.003896310325607333,0.47526100525070536,0.593773517265821,0.8886263660009102,0.17553306312217004,0.9399686714049243,5.11490404346209,93.27138267356241,0.012286031617292914,0.26943201018775564,5.431799644904281,0.20771533231207223,4.509389503657356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
