subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,sampling_rule,mfc_familiarity_scale,mcf_familiarity_scale,drift_familiarity_scale,context_sensitivity,feature_sensitivity
135,28,511.62856907093135,InstanceCMR,0.8955942576286928,0.08458641920112688,0.6900131529070115,0.03785594969694391,0.48706443257387405,0.9999999999999998,0.5720848609730754,40.338197679739906,0.006244111054434434,0.43301237119416264,6.850430585677589,0.9861416497630403,,0,0,0,1,1
136,28,525.1984417442325,InstanceCMR,0.7692647454270548,2.220446049250313e-16,0.9999999999999998,0.003062010361656255,0.6591611710483107,0.06532109546358472,6.4493416498137925,24.60868570239252,0.01489188540075322,0.3511243008961634,0.8755505447784686,0.2935194235548428,,0,0,0,1,1
137,28,732.1393765167801,InstanceCMR,0.8885466166013479,0.014100654958462187,0.9539406841829614,0.0012124207203343923,0.1063599178224164,0.04708733344786482,4.647015102849748,1.4811206491728188,0.0006488670317145489,0.4455416322957946,1.1557679982223779,0.991600396630031,,0,0,0,1,1
138,28,729.9449889617964,InstanceCMR,0.9490839944027877,2.220446049250313e-16,0.9723386913752395,0.0011360057838289408,0.9999999999999998,0.10285138973713073,16.86643840389685,30.94948325355493,0.0011511123331368008,0.43864751787194534,0.5608720101385758,0.40336988882489067,,0,0,0,1,1
139,28,745.0712985366182,InstanceCMR,0.849578723640497,0.011874175858613096,0.9546510272211172,0.008892042670503949,0.9929609976421184,0.2488710572352985,2.960004751913242,45.43845509671453,0.0006043861929949913,0.47346427616522874,1.1381765579213177,0.9929337306932178,,0,0,0,1,1
140,28,609.2037371850167,InstanceCMR,0.9068228457560502,0.6891646473052123,0.9707934381952894,0.00023295336650849778,0.012207720003140889,0.013287260773065676,1.3397782159629013,43.65554483262269,0.0057513496198435534,0.32237929912203916,1.7072994138525994,0.3066572721317699,,0,0,0,1,1
141,28,550.0771557856177,InstanceCMR,0.8851912168643613,2.220446049250313e-16,0.7023887444755457,0.03278766839292504,0.9999999999999998,0.2962219176823646,1.3159719657282447,43.13330005148946,0.00911184928268345,0.34555291093323137,3.297178575983102,2.220446049250313e-16,,0,0,0,1,1
142,28,669.6568946226761,InstanceCMR,0.9727858147757054,0.07469353404342324,0.9430991294122381,0.004963498431643314,0.9999999999999998,0.2599130647166954,1.9083635510192518,67.85305489928331,0.0024769371036324874,0.3892178126705495,1.0647318347542127,0.19597058702299056,,0,0,0,1,1
143,28,545.6068242848951,InstanceCMR,0.9628531075080565,5.5310340637800116e-05,0.791014207010182,0.0002992248139967173,0.9999999999999998,0.10771151319702295,27.17655045030737,58.92100244184664,0.02755120083270159,0.20993998020268712,0.5252549586132532,0.14434165134685278,,0,0,0,1,1
144,28,570.0000721363476,InstanceCMR,0.9274210512232498,0.03166861120921877,0.8723085954068109,0.0031206079353250506,0.20849468000310617,0.1379961636315197,3.7378230373648065,59.19643671062299,0.006355251650527059,0.36131952555247815,1.8295758419936388,0.28386304655143424,,0,0,0,1,1
